channel,spend_total,spend_mean_week,contribution_median,contribution_lo,contribution_hi,share_median,share_lo,share_hi,roas_median,roas_lo,roas_hi
Media channel 1,55.32560251621328,0.3090815783028675,209286.78781857068,170908.92478440277,265467.9217180432,0.22123207754783994,0.1806637528131907,0.2806198157855177,3782.819857356976,3089.1471038985533,4798.2834283684
Media channel 2,28.971148350907363,0.16184999078719198,67260.85867189558,62577.551688084925,72562.77457701949,0.07109985134147456,0.0661492390996692,0.07670438033683247,2321.649727418865,2159.9955559278005,2504.656484379462
